ingredient_concept_id,ingredient_name
590675,"MEASLES VIRUS VACCINE,LIVE ATTENUATED"
1794280,mebendazole
19008994,mebeverine
1394333,mecamylamine
1502877,mecasermin
1586449,mecasermin rinfabate
1394337,mechlorethamine
994341,meclizine
19009022,meclocycline
1180182,meclofenamate
19125097,meclofenamic acid
19052682,meclofenoxate
19009025,mecobalamin
19071999,mecysteine
19125106,medazepam
19072021,medifoxamine
19094483,medigoxin
42899398,medium chain triglycerides
19000207,medrogestone
43014123,medronate
1500211,medroxyprogesterone
909021,medrysone
1197736,mefenamate
19000498,mefloquine
19000556,mefruside
1300978,megestrol
19125279,meglumine
19082764,meglumine antimoniate
19009054,meglumine ioxithalamate
46221518,melamine
1301152,melatonin
43525849,Melilotus extract
42899425,Melissa officinalis extract
42899427,Melissa officinalis leaf oil
19110751,melitracen
1150345,meloxicam
1301267,melphalan
701322,memantine
19009057,menadiol
19072027,menatetrenone
37003416,menhaden oil
19010296,Meningitis vaccine
45775636,meningococcal group B vaccine
19125388,Menotropins
42899378,Mentha arvensis leaf oil
901656,menthol
904704,mepenzolate
1102527,meperidine
19002662,mephenesin
19002664,mephentermine
702661,mephenytoin
702685,mephobarbital
19072028,mepindolol
19102106,mepirodipine
702774,mepivacaine
19009116,meprednisone
702865,meprobamate
19003010,meptazinol
920113,mequinol
19009145,mequitazine
1703026,merbromin
1436650,mercaptopurine
42900485,mercuric cyanide
42900486,mercuric sulfate
19125390,mercury
1709170,meropenem
19003070,mersalyl
968426,mesalamine
1354698,mesna
703083,mesoridazine
19003140,mesterolone
1503184,mestranol
1123995,metaproterenol
19003303,metaraminol
1592179,metavanadate
780369,metaxalone
19004626,metergoline
1503297,metformin
19024227,methacholine
19003644,methacycline
1103640,methadone
19003959,methadyl acetate
704053,methamphetamine
19072054,methampicillin
19004095,methandriol
19004098,methandrostenolone
42899323,methanol
19004153,methantheline
19004158,methapyrilene
19004160,methaqualone
19004254,metharbital
904250,methazolamide
19009250,methdilazine
904356,methenamine
19004621,methenolone
1504620,methimazole
19004724,methionine
704943,methocarbamol
19005015,methohexital
19055531,methoserpidine
1305058,methotrexate
19005147,methotrimeprazine
19005208,methoxamine
905223,methoxsalen
19015768,methoxy polyethylene glycol-epoetin beta
19005257,methoxyflurane
19009365,methoxyphenamine
1158632,methscopolamine
759401,methsuximide
905273,methyclothiazide
19025194,methyl 5-aminolevulinate
19072059,methyl anthranilate
42903805,methyl benzoate
43013106,methyl cinnamate
43526849,methyl glucose dioleate
44785451,methyl palmitate
909440,methyl salicylate
19009686,methylbenzethonium
905371,methylcellulose
1305447,methyldopa
1305496,methyldopate
905518,methylene blue
42900466,methylene chloride
1305637,methylergonovine
43013716,methyleugenol
19112915,methylfolic acid
19009847,methylmethacrylate
909841,methylnaltrexone
19009874,methylnicotinate
19009877,methylparaben
705944,methylphenidate
1506270,methylprednisolone
1389780,methylsulfonylmethane
1506602,methyltestosterone
1106740,methysergide
905531,metipranolol
906780,metoclopramide
907013,metolazone
42900469,metomidate
19072087,metopimazine
1307046,metoprolol
44814585,metreleptin
1707164,metronidazole
19007490,metyrapone
1401581,metyrosine
1307542,mexiletine
19007701,mezlocillin
19007737,mianserin
1345141,mibefradil
19018013,micafungin
907879,miconazole
40224234,microcrystalline cellulose
19072089,micronomicin
708298,midazolam
19072122,midecamycin
1308368,midodrine
1508439,mifepristone
1510202,miglitol
19045272,miglustat
19005452,milbemycin oxime
1304277,milk thistle extract
19066567,milk thistle fruit
46276161,milk thistle leaf extract
1304376,milk thistle seed
19066433,milk thistle seed extract
19080226,milnacipran
1368671,milrinone
44816310,miltefosine
19072123,minaprine
44816319,minaxolone
908523,mineral oil
978577,"mineral oil, light"
1708880,minocycline
1309068,minoxidil
19009138,miocamycin
43014182,mipomersen
42873636,mirabegron
725131,mirtazapine
1150871,misoprostol
19056380,mite extract
19125635,mitobronitol
1389036,mitomycin
1309161,mitotane
1309188,mitoxantrone
19010459,mivacurium
19097029,Mixed vespid venom
19086100,mizolastine
19010652,moclobemide
710650,modafinil
1310756,moexipril
19072129,mofebutazone
19011062,mofezolac
42899646,molasses
590768,mold extract
19009676,molgramostim
1201260,molidustat
709699,molindone
19009819,molsidomine
19009896,molybdenum
746600,momelotinib
905233,mometasone
44507650,Monascus purpureus
19100347,Monascus purpureus West
43013731,monensin
929983,monobenzone
19113055,monoethyl fumarate
19068715,monofluorophosphate
43012280,monophosphoryl lipid A
1154161,montelukast
43532056,montmorrillonite
1344996,moricizine
1345632,Morinda citrifolia extract
42899387,Morinda citrifolia fruit juice
42899656,Moringa oleifera leaf extract
19072152,morniflumate
19010924,moroxydine
1110410,morphine
45776146,morrhuate
43525780,Morus alba extract
42899669,Morus alba leaf extract
42899670,Morus alba root bark extract
42899674,Morus nigra fruit extract
19011339,mosapride
19126622,moxalactam
19113058,moxaverine
40231415,moxidectin
1716903,moxifloxacin
19007422,moxisylyte
19011021,moxonidine
19011028,mucopolysaccharide polysulfate
19135832,Multivitamin preparation
523620,Mumps Vaccine
951511,mupirocin
19126896,muramidase
19051865,muromonab-CD3
793263,muscadine grape extract
46221730,muscone
43012161,mustard oil
40161997,mustard pollen extract
19068900,mycophenolate
19003999,mycophenolate mofetil
19012565,mycophenolic acid
1511354,myrcene
43014117,myricetin
42903687,myristate
43012240,myristyl alcohol
42900430,myrrh oil
42900431,myrtle leaf oil
19018433,myrtol
42899695,Myrtus communis leaf extract
42903541,"N,N-dimethylglycine"
36249811,N-acetylcarnosine
43532052,"N-cyclohexyl-N'-phenyl-1,4-phenylenediamine"
42903762,n-dodecane
43013739,N-hydroxysuccinimide
37498156,N-monoacetylcystine
913440,nabilone
1113648,nabumetone
19126937,NADH
1313200,nadolol
19001014,nadroparin
1507558,nafarelin
1713930,nafcillin
19014035,nafronyl
19080493,naftazone
914053,naftifine
1114122,nalbuphine
986864,nalidixate
19014158,nalmefene
1114220,naloxone
1714319,naltrexone
1514412,nandrolone
914533,naphazoline
1594753,naphtha
42899647,naphthalene
35605296,naphthoquine
1115008,naproxen
1118117,naratriptan
43014124,naringenin
19080895,naringin
735843,natalizumab
915392,natamycin
1502826,nateglinide
40166616,nattokinase
1314577,nebivolol
1114620,nedocromil
42609137,nedosiran
714684,nefazodone
19015602,nefopam
528301,Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine
40173209,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine
19002912,nelarabine
1715472,nelfinavir
42899663,Nelumbo nucifera leaf extract
1735144,nemolizumab
42900437,neodymium oxide
42903530,neohesperidin dihydrochalcone
915981,neomycin
717136,neostigmine
909795,nepafenac
42899681,Nerium oleander leaf extract
37498626,nerol
1145882,nerolidol
43012825,nerve growth factor
1338985,nesiritide
19017585,netilmicin
45774966,netupitant
43012394,neurotrophin 3
43532469,neurotrophin 4
1769389,nevirapine
1517824,niacin
19018419,niacinamide
19127550,nialamide
19082402,niaprazine
1318137,nicardipine
19018352,nicergoline
42900439,nickel
19082458,nickel sulfate
19018416,niclosamide
19090809,nicoboxil
19014977,nicorandil
718583,nicotine
42874050,nicotine bitartrate
1318853,nifedipine
19019023,niflumic acid
19019029,nifuratel
19015144,nifuroxazide
42900440,nifurpipone
19127551,nifurtimox
19019088,nikethamide
1394023,nilotinib
19127678,Nilotinib Hydrochloride
1315286,nilutamide
19113063,nilvadipine
19069425,nimesulide
1319133,nimodipine
19019176,nimorazole
45775396,nintedanib
1466198,nipocalimab
747349,nirogacestat
1319880,nisoldipine
1715315,nitazoxanide
40168316,nitenpyram
1586640,nitisinone
19020021,nitrazepam
19020061,nitrendipine
42899650,nitric acid
19020068,nitric oxide
43532063,nitrocellulose
920293,nitrofurantoin
920378,nitrofurazone
19020477,nitrogen
1361711,nitroglycerin
19020994,nitroprusside
19021129,nitrous oxide
19015464,nitroxoline
45892628,nivolumab
950696,nizatidine
19015533,nomegestrol
792647,nonathymulin
19082732,Nonoxynol
969444,nonoxynol-9
45775001,nonylphenol
19080959,nordazepam
1518198,norelgestromin
1321341,norepinephrine
19128219,norethandrolone
1521369,norethindrone
19015756,norfenefrine
1721543,norfloxacin
42900442,norflurane
1515774,norgestimate
1521592,norgestrel
19128258,norgestrienone
19011130,Normal saline
721724,nortriptyline
19021930,noscapine
42899614,Notopterygium incisum root extract
19022015,novobiocin
746844,nuciferine
42899620,nutmeg oil
19014026,nux vomica extract
19022494,nylidrin
922570,nystatin
19022885,o-phthalaldehyde
1560121,o-toluenesulfonamide
19097042,oat bran
19071838,oats preparation
44507676,obinutuzumab
35605949,Ocimum tenuiflorum whole extract
44785507,oclacitinib
42904298,ocriplasmin
915391,octinoxate
42899645,octopamine
970277,octoxynol-9
1522957,octreotide
19016099,octylonium
40167582,ofatumumab
923081,ofloxacin
42899536,oil of garlic
42899537,oil of ginger
42899538,oil of niaouli
43013756,okra extract
1466108,olaflur
785788,olanzapine
45892579,olaparib
42899542,Olea europaea leaf extract
19023254,oleandomycin
19126536,oleate
1146264,oleuropein
43014153,oleylamide
19054693,olive leaf extract
42900448,olive oil
43014154,olivine
40226742,olmesartan
45775116,olodaterol
915855,olopatadine
916282,olsalazine
45775576,omacetaxine
19069046,omacetaxine mepesuccinate
1110942,omalizumab
45892552,ombitasvir
1560305,omega-3 acid ethyl esters (USP)
46233915,omega-3 carboxylic acids
19106973,omega-3 fatty acids
923645,omeprazole
741656,omidenepag
19016974,omoconazole
1000560,ondansetron
43013763,onion extract
42899564,Ononis campestris root extract
19010943,Opiates
19129635,opipramol
923829,opium
1318030,oprelvekin
43532074,Opuntia ficus-indica extract
35200319,Opuntia ficus-indica seed oil
42904272,orange juice
42900451,orange oil
43013770,orange peel extract
40174405,orange pekoe tea allergenic extract
42903808,oregano leaf oil
19126395,oregano oil
19082874,orgotein
42900454,origanum oil
45776147,oritavancin
741530,orlistat
19024197,ornidazole
19024365,ornithine
19013958,"ornithine, (L)-isomer"
19129638,orotic acid
724394,orphenadrine
1799139,oseltamivir
45775353,oseltamivir carboxylate
571187,OspA protein
43525773,ospemifene
45776162,osthol
40692698,Oteracil
873222,Oteracil potassium
779819,oteseconazole
42903893,ovalbumin
19059511,Ox bile extract
1724703,oxacillin
44507733,oxalate
1318011,oxaliplatin
46276138,oxaloacetate
19024775,oxamniquine
1524769,oxandrolone
1592346,oxantel
1118045,oxaprozin
19071314,oxatomide
724816,oxazepam
718122,oxcarbazepine
19018164,oxeladin
19001308,oxerutins
19082880,oxetorone
918222,oxiconazole
19018261,oxilofrine
19082891,oxiracetam
19018882,oxitropium
19018885,oxolamine
19129642,oxolinic acid
1592615,oxothiazolidinecarboxylic acid
19024904,oxprenolol
19049816,oxtriphylline
918881,oxybenzone
918906,oxybutynin
1719061,oxychlorosene
1124957,oxycodone
19129643,oxyfedrine
19025274,oxygen
925636,oxymetazoline
1525741,oxymetholone
1125765,oxymorphone
1537444,oxypaeoniflora
19025922,oxypertine
19025925,oxyphenbutazone
19025928,oxyphenonium
906874,oxyquinoline
925952,oxytetracycline
1326115,oxytocin
793789,p-anisaldehyde
19026274,p-hydroxyamphetamine
1378382,paclitaxel
779180,pacritinib
19082898,padimate-O
42899587,Paeonia lactiflora root extract
45892075,palbociclib
19038562,palifermin
703244,paliperidone
537647,palivizumab
42903850,palmatine
43014178,palmitate
739712,palmitoleate
911354,palonosetron
746488,palovarotene
37354278,paltusotine
1172206,pamabrom
1511646,pamidronate
43012860,Panax notoginseng root extract
42609309,panaxynol
19056189,pancreas extract
926487,pancreatin
990340,pancrelipase
19026674,pancuronium
19100985,panitumumab
46221435,panobinostat
19019317,pantethine
40231459,panthenol
948078,pantoprazole
19088079,pantothenate
19026739,pantothenic acid
926770,papain
19129648,papaveretum
1326901,papaverine
793242,papaya extract
37003334,para-cresol
19020071,parachlorophenol
19129738,paraffin
19027181,paraldehyde
19021932,paramethadione
19027186,paramethasone
43532113,parathyroid hormone
19003570,parecoxib
922024,paregoric
1517740,paricalcitol
19008276,parnaparin
1727443,paromomycin
722031,paroxetine
44507735,parsley oil
43012417,pasireotide
19065820,Passiflora incarnata extract
1306905,passion flower extract
19027075,pau d'arco preparation
40167554,pazopanib
19033278,peanut oil
922191,pectin
19027679,pefloxacin
581480,pegademase bovine
19063605,pegaptanib
1326481,pegaspargase
1325608,pegfilgrastim
42709327,peginesatide
1714165,peginterferon alfa-2a
1797155,peginterferon alfa-2b
45775146,peginterferon beta-1a
40226208,pegloticase
1503432,pegvisomant
42899638,Pelargonium sidoides root extract
45775965,pembrolizumab
1304919,pemetrexed
938362,pemirolast
727835,pemoline
1327978,penbutolol
981654,penciclovir
1759171,penconazole
19028044,penfluridol
19028050,penicillamine
19126544,Penicillin
1728416,penicillin G
1729720,penicillin V
792829,pentadecanoic acid
19022446,pentaerythritol
45775000,pentafluoropropane
19030376,pentagastrin
1730370,pentamidine
40161354,pentastarch
1130585,pentazocine
19022570,pentifylline
730729,pentobarbital
924151,pentosan polysulfate
19031224,pentostatin
1331247,pentoxifylline
37499427,peoniflorin
19086712,peppermint oil
19031378,pepsin A
746388,peptide-T
40167569,peramivir
42904177,perampanel
19131663,perazine
19071160,perflutren
732309,pergolide
19032359,perhexiline
19053565,periciazine
42899601,Perilla frutescens leaf extract
42899556,Perilla frutescens leaf oil
43532477,perillaldehyde
1373225,perindopril
45775544,perindoprilat
1718498,perlite
922868,permethrin
733008,perphenazine
42903975,persimmon extract
19033193,pertussis vaccine
42801287,pertuzumab
922976,Peruvian balsam
19033354,petrolatum
19060797,petroleum distillate
42904128,Petroselinum crispum extract
742010,phellodendrine
19023286,phenacemide
19033710,phenacetin
19132884,phenazocine
933724,phenazopyridine
723344,phendimetrazine
733896,phenelzine
19088795,phenethicillin
42899635,phenethylamine
19033909,phenformin
1123534,phenindamine
19033934,phenindione
933952,pheniramine
19034281,phenmetrazine
734275,phenobarbital
923540,phenol
44816326,phenolate
924309,phenolphthalein
19132889,phenoperidine
1335301,phenoxybenzamine
19058343,phenoxyethanol
19035344,phenprocoumon
19023842,phensuximide
735340,phentermine
1335539,phentolamine
937712,phenyl salicylate
1735414,phenyl-n-tert-butylnitrone
1511856,phenylacetate
19035577,phenylalanine
1135710,phenylbutazone
1539954,phenylbutyrate
1135766,phenylephrine
42903657,phenylethyl resorcinol
19132892,phenylhydrazine
43014129,phenylisothiocyanate
19058371,phenylmercuric nitrate
1139993,phenylpropanolamine
1123904,phenyltoloxamine
740910,phenytoin
43013779,phloretin
43012201,phlorhizin
19041222,phloroglucinol
19024213,pholcodine
19090831,pholedrine
19112944,phosphate ion
19059741,phosphatidylserine
19042852,phospholipids
943030,phosphoric acid
19043395,phosphorus
873924,Phosphorylcolamine
19024873,phthalylsulfathiazole
42899876,Phyllanthus emblica fruit extract
19044337,physostigmine
19133366,phytic acid
1510528,phytol
43012304,phytosphingosine
19044812,phytosterols
19092958,picolinic acid
19102785,pidotimod
964038,pigment blue 16
19133329,piketoprofen
945286,pilocarpine
42900457,pimagedine
915935,pimecrolimus
19093165,pimethixene
40239290,pimobendan
745790,pimozide
19093166,pinacidil
19025198,pinaverium
1345858,pindolol
1398516,pine bark extract
44814613,pineapple extract
1525215,pioglitazone
19093225,pipamperone
19025281,pipecuronium
19010564,pipemidate
19025284,pipenzolate
19046036,piperacetazine
1746114,piperacillin
19046291,piperazine
19080375,piperidolate
42900463,piperine
19093362,piperocaine
19025422,piperonal
946340,piperonyl butoxide
19046625,pipobroman
19133992,pipothiazine
19093364,pipoxolan
19093365,piprozoline
19046654,piracetam
19093366,pirarubicin
1125449,pirbuterol
19089269,pirenoxine
19046724,pirenzepine
19025498,piretanide
45775206,pirfenidone
19134000,piribedil
19134009,pirinitramide
19025614,piroctone olamine
1146810,piroxicam
40165636,pitavastatin
19047071,pivampicillin
21234711,Pixantrone
19047076,pizotyline
19047135,placebo
1398573,plant stanol ester
19132965,Plantago seed
19025693,plasma protein fraction
954696,plasmin
1537072,plasminogen
42900468,platinum
42899925,Platycodon grandiflorum root extract
19017581,plerixafor
586413,pneumococcal polysaccharides (23)
19008972,Pneumococcal vaccine
19070957,"PNEUMOCOCCAL VACCINE, DIPHTHERIA CONJUGATE"
947705,podofilox
947651,podophyllin
1361281,polaprezinc
1508241,policosanol
19075109,policresulen
40175900,polidocanol
43525903,polihexanide
523367,"poliovirus vaccine inactivated, type 3 (Saukett)"
551977,"Poliovirus Vaccine, Inactivated"
19024665,poloxamer
43014233,poloxamer 184
19024636,poloxamer 188
46233907,poloxamer 234
43012917,poloxamer 338
19024663,poloxamer 407
42900416,poly(vinylpyrrolidone-co-vinyl-acetate)
43013178,polydatin
19094980,polyestradiol
43013775,polyethylene glycol 1000
43012918,polyethylene glycol 1450
43013761,polyethylene glycol 200
948487,polyethylene glycol 300
986417,polyethylene glycol 3350
948490,polyethylene glycol 400
42899937,polyethylene glycol 4000
42904233,polyethylene glycol 4500
42899571,polyethylene glycol 600
42903862,polyethylene glycol 6000
46221746,polyethylene glycol 9000
948515,polyethylene glycols
19135778,polyethylenes
19048561,polygeline
42900418,polylactic acid-polyglycolic acid copolymer
948582,polymyxin B
19026609,polynoxylin
1378796,Polypodium leucotomos
1300751,polysaccharide iron complex
40220969,polysaccharide-K
19135781,Polysaccharides
40173337,polysorbate 20
43014236,polysorbate 60
43532084,polysorbate 65
948760,polysorbate 80
43013769,polysorbate 85
45775570,polystyrene sulfonate
40234351,polysulfated glycosaminoglycan
948787,polythiazide
561429,Polyvalent pneumococcal vaccine
948856,polyvinyl alcohol
43014237,pomalidomide
1315003,pomegranate extract
42709326,pomegranate fruit extract
42904274,pomegranate juice
42899579,pomegranate seed oil
1759195,pomiferin
43013182,ponatinib
40171105,ponazuril
19091377,poractant alfa
42899869,pork collagen preparation
43532145,Porphyra yezoensis extract
1704139,posaconazole
43014256,potash
19049024,potassium
19076414,potassium acetate
19011904,potassium aminobenzoate
45775210,potassium ascorbate
19049059,potassium aspartate
19027080,potassium bicarbonate
19086788,potassium bitartrate
19095079,potassium bromide
19095091,potassium carbonate
19122131,potassium chlorate
19049105,potassium chloride
976545,potassium citrate
19135786,potassium dichromate
19059547,potassium gluconate
19027308,potassium hydroxide
19095275,potassium iodate
19049909,potassium iodide
42903961,potassium ion
19014213,potassium lactate
43012242,potassium metabisulfite
927322,potassium nitrate
19050040,potassium orotate
45892826,potassium oxide
19027339,potassium perchlorate
19135788,potassium permanganate
19027362,potassium phosphate
42899580,potassium sodium tartrate
19135789,potassium sorbate
19027475,potassium sulfate
19056704,potassium sulfide
19076785,potassium tartrate
19098530,"potassium,chelated"
43532478,potato starch
950056,povidone
1750087,povidone-iodine
746477,pozelimab
19135791,practolol
19135792,prajmaline
40166461,pralatrexate
1727468,pralidoxime
44814381,pralmorelin
720810,pramipexole
19036942,pramiverine
1517998,pramlintide
927478,pramoxine
1312007,prasterone
40163718,prasugrel
1551860,pravastatin
19050461,prazepam
1750461,praziquantel
1350489,prazosin
19018405,prednazoline
928110,prednicarbate
19135793,prednimustine
1550557,prednisolone
1551099,prednisone
19011127,prednylidene
734354,pregabalin
40236567,"pregna-4,17-diene-3,16-dione"
19011031,pregnenolone
19051285,prenylamine
19028148,prenylamine lactate
19028945,pridinol
951279,prilocaine
1751310,primaquine
751347,primidone
739886,primycin
19125201,pristinamycin
1151422,probenecid
19051463,probucol
1351461,procainamide
751698,procaine
1351779,procarbazine
19028950,procaterol
752061,prochlorperazine
1301839,procyanidin A2
19091624,procyanidolic oligomer
752276,procyclidine
19050123,profenamine
19052317,proflavine
19095776,progabide
1552310,progesterone
19029327,proglumetacin
19052734,proglumide
1792429,proguanil
43532150,prolactin
19052736,proline
19029018,prolintane
19052903,promazine
19052987,promegestone
19029079,promestriene
1153013,promethazine
1353256,propafenone
19029108,propamidine
43012220,propane
19135802,propanidid
953391,propantheline
929504,proparacaine
19096031,propentofylline
19096054,propicillin
19129400,propinox
42899913,propiolactone
19053610,propiomazine
43013169,propionamide
19011097,propionate
19029135,propionic acid
19077093,propiverine
753626,propofol
19135804,propolis
42899585,propolis wax
1153664,propoxyphene
1353766,propranolol
42903736,propylene
929128,propylene glycol
43013170,propylene glycol methyl ether
954036,propylhexedrine
1554072,propylthiouracil
19029322,propyphenazone
747079,proquazone
19135808,proscillaridin
19054242,protamine sulfate (USP)
931973,protease
42801108,protein C
44785045,protein S
19054248,Proteins
19135812,prothionamide
19115044,prothipendyl
44507865,prothrombin
43012193,protocatechualdehyde
754270,protriptyline
19114603,providone-Iodine
19018290,proxigermanium
19029547,proxyphylline
19094011,prune preparation
964165,Prunella vulgaris extract
42899953,Prunus armeniaca seed extract
1154332,pseudoephedrine
957797,psyllium
37002720,pulegone
43532461,pullulan
43012368,pummelo extract
19011163,pumpkin seed extract
19112533,pumpkin seed oil
19058274,purified protein derivative of tuberculin
43532462,purslane extract
1759270,pyrantel
1759455,pyrazinamide
959665,pyrethrins
42709314,pyrethrum extract
19059744,pyridinolcarbamate
759740,pyridostigmine
19059817,pyridoxal
19005046,pyridoxine
1159811,pyrilamine
1760039,pyrimethamine
931035,pyrithione
19060358,pyrithioxin
19018255,pyroglutamate
1201053,pyrophyllite
43526339,pyruvaldehyde
19126916,pyruvate
42543805,QS-21
731188,quazepam
19060393,quercetin
766814,quetiapine
19060400,quinacrine
19024140,quinagolide
1331235,quinapril
45775375,quinaprilat
43532158,quinate
43014230,quince extract
19060423,quinestrol
19031360,quinfamide
1360421,quinidine
1760616,quinine
19098514,quinupramine
1789515,quinupristin
40167658,rabbit skin extract
911735,rabeprazole
19052552,Rabies antigen
19135830,"rabies immune globulin, human"
544411,rabies virus vaccine flury-lep strain
544505,"rabies virus vaccine wistar strain PM-1503-3M (human), inactivated"
19018403,racecadotril
19060837,racemethionine
1300153,racepinephrine
42900420,ractopamine
45775578,radium
35201545,rainbow trout allergenic extract
1513103,raloxifene
1712889,raltegravir
19038536,raltitrexed
781182,ramelteon
1334456,ramipril
45775527,ramiprilat
44818489,ramucirumab
19080982,ranibizumab
961047,ranitidine
1337107,ranolazine
19100368,rapacuronium
715710,rasagiline
1304565,rasburicase
19135932,Rauwolfia alkaloids
1326378,Rauwolfia preparation
43013193,raxibacumab
19135936,razoxane
19084693,reboxetine
19113002,Recombinant Interferon
42903635,red pepper extract
1389885,red yeast rice
19090761,regadenoson
36943507,Regdanvimab
42903460,regorafenib
42899772,Rehmannia glutinosa root extract
42903546,reishi mushroom preparation
37354280,remibrutinib
19016749,remifentanil
19035226,remoxipride
1516766,repaglinide
19035396,reproterol
1362225,reserpine
42609424,resmetirom
935390,resorcinol
19013765,respiratory syncytial virus immune globulin intravenous
40225716,resveratrol
991003,retapamulin
19024191,reteplase
43013154,retinamide
19129274,reviparin
1201411,rezafungin
535714,Rho(D) immune globulin
19070958,Rhus toxicodendron extract
1537446,rhynchophylline
1762711,ribavirin
19062817,riboflavin
42903912,ribose
42904167,rice bran
42900436,rice bran oil
42899851,rice germ oil
42899800,rice oil
1777417,rifabutin
1763204,rifampin
19136008,rifamycins
19035953,rifapentine
1735947,rifaximin
19115050,rilmenidine
19023450,rilonacept
40238930,rilpivirine
735951,riluzole
37354026,rilzabrutinib
1763339,rimantadine
977421,rimexolone
19063387,rimiterol
19098980,Ringer's solution
44506752,riociguat
1516800,risedronate
19115051,risedronic acid
735979,risperidone
1563413,ritodrine
1748921,ritonavir
1314273,rituximab
40241331,rivaroxaban
733523,rivastigmine
1154077,rizatriptan
42709328,robenacoxib
19003953,rocuronium
1189754,rofecoxib
40236897,roflumilast
40168385,romidepsin
40237343,romifidine
19032407,romiplostim
44818483,ronidazole
713823,ropinirole
1136487,ropivacaine
19056506,ROSE HIPS
42899826,rose oil
42903897,rosemary extract
19135863,rosemary oil
1547504,rosiglitazone
1510813,rosuvastatin
19032599,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain"
19052553,"rotavirus vaccine, tetravalent, live, oral"
786426,rotigotine
875818,Roxadustat
42903869,roxarsone
19011685,roxatidine
19063874,roxithromycin
19036638,royal jelly
523212,rubella virus vaccine live (Wistar RA 27-3 strain)
42899841,rubidium
42899843,Rubus fruticosus leaf extract
19006586,rufinamide
19099415,ruscogenin
19071805,Ruta graveolens preparation
19063981,rutin
40244464,ruxolitinib
1363981,S-adenosylmethionine
19064042,saccharin
991855,Saccharomyces boulardii
982105,Saccharomyces boulardii lyo
19136028,Saccharomyces cerevisiae
951980,sacrosidase
42900567,safflower extract
19064089,safflower oil
44506764,safflower seed extract
44784925,saffron extract
742084,saffron oil
42899733,sage oil
37497771,sakuranetin
19100313,salicin
1164108,salicylamide
964407,salicylic acid
19136030,"Saline Solution, Hypertonic"
42899712,Salix alba bark extract
1137529,salmeterol
1537655,salmon calcitonin
19050610,salmon oil
523202,Salmonella typhi Ty21a live antigen
1137460,salsalate
42899716,salsolinol
42899718,Salvia miltiorrhiza root extract
44507633,Salvia officinalis whole extract
1365720,samarium
1537181,samidorphan
19099123,sangre de grado
44818507,sanguinarine
37002782,sapanisertib
19021959,sapropterin
1746244,saquinavir
19136031,saralasin
1308432,sargramostim
35605283,sarolaner
19030860,Sarracenia purpurea preparation
19056120,sarsaparilla preparation
1391307,saw palmetto extract
19059155,saw palmetto fruit extract
40166035,saxagliptin
42899748,Schisandra chinensis fruit extract
1377445,Schizandra preparation
42899749,Schizonepeta tenuifolia flowering top extract
965748,scopolamine
42899737,sea salt
43014229,seaweed extract
19037983,secnidazole
766067,secobarbital
19066188,secretin
19084212,"secretin human, synthetic"
45892883,secukinumab
1735029,seladelpar
40231617,selamectin
1560142,selank
766209,selegiline
19038024,selenious acid
19066274,selenite
966282,selenium
938061,selenium sulfide
1560143,semax
42903863,semduramicin
960820,Senna leaf extract
992409,Senna leaves
19115055,sennoside B
938268,"sennosides, USP"
19066774,serine
42899779,serotonin
19100379,serratiopeptidase
939134,sertaconazole
19050633,sertindole
739138,sertraline
42899780,sesame oil
1759185,sesamin
43014200,sesquicarbonate
952004,sevelamer
19039298,sevoflurane
1340875,shark cartilage extract
961304,shark liver oil
42899788,shea butter
35200917,shikimic acid
40171301,short ragweed pollen extract
19015633,Siberian ginseng preparation
19098649,Siberian ginseng root
739363,sibutramine
746996,silane
45892119,silanol
1316262,sildenafil
19066891,silicon
19066865,silicon dioxide
19080523,"silicon dioxide, colloidal"
19066894,silicones
46233930,silk sericin
19012925,silodosin
44818461,siltuximab
19016725,silver acetate
966913,silver nitrate
46287388,silver phosphate
966956,silver sulfadiazine
19024190,silybin
42904211,silybum marianum seed oil
19066992,silymarin
44785086,simeprevir
966991,simethicone
1539403,simvastatin
19067803,sincalide
921956,sinecatechins
40224095,sipuleucel-T
19034726,sirolimus
19136044,sisomicin
1580747,sitagliptin
876348,Sitaxentan
19136046,sitosterols
19098722,slippery elm bark
19136047,Smallpox Vaccine
19039512,sobrerol
19136048,sodium
19077884,sodium acetate
901318,sodium ascorbate
939506,sodium bicarbonate
43012957,sodium bisulfate
19039850,sodium bisulfite
19059544,sodium bitartrate
42900071,sodium bromide
939863,sodium carbonate
43012991,sodium cation
43013156,sodium chlorate
967823,sodium chloride
19081343,"Sodium Chloride, Bacteriostatic"
40180818,sodium chlorite
37499299,sodium cholate
977968,sodium citrate
1399177,sodium ferric gluconate complex
19069022,sodium fluoride
19078092,sodium gluconate
19069760,sodium hydroxide
43527224,sodium iodate
19069873,sodium iodide
19001131,sodium ironedetate
19014215,sodium lauryl sulfoacetate
19039874,sodium metabisulfite
35606082,sodium metasilicate
19069904,sodium morrhuate
19100394,sodium nitrate
19039877,sodium perborate
43013158,sodium percarbonate
36964175,Sodium perchlorate
939871,sodium phosphate
991710,"sodium phosphate, dibasic"
990499,"sodium phosphate, monobasic"
19078126,sodium polystyrene sulfonate
19078151,sodium propionate
